ID,Date,First Name,Last Name,Email,Company,Product,Quantity,Price,Total,Status,Description
35,2021-12-07,Jessica,Moore,jessica.moore@massivedynamic.com,Massive Dynamic,Apparatus,32,671.32,21482.24,Returned,Order for 32 x Apparatus placed by Jessica Moore on 2021-12-07. This is a randomly generated description to add some bulk to the file size.
36,2021-03-15,Richard,Harris,richard.harris@globex.com,Globex,Mechanism,18,11.92,214.56,Processing,Order for 18 x Mechanism placed by Richard Harris on 2021-03-15. This is a randomly generated description to add some bulk to the file size.
37,2023-10-04,William,Johnson,william.johnson@cyberdyne.com,Cyberdyne,Thingamajig,13,224.14,2913.82,Shipped,Order for 13 x Thingamajig placed by William Johnson on 2023-10-04. This is a randomly generated description to add some bulk to the file size.
38,2020-11-15,Barbara,Davis,barbara.davis@wayneent.com,Wayne Ent,Widget,14,966.66,13533.24,Processing,Order for 14 x Widget placed by Barbara Davis on 2020-11-15. This is a randomly generated description to add some bulk to the file size.
39,2022-08-07,Thomas,Martin,thomas.martin@cyberdyne.com,Cyberdyne,Gizmo,84,427.9,35943.6,Completed,Order for 84 x Gizmo placed by Thomas Martin on 2022-08-07. This is a randomly generated description to add some bulk to the file size.
40,2020-06-21,John,Moore,john.moore@cyberdyne.com,Cyberdyne,Contraption,41,953.9,39109.9,Refunded,Order for 41 x Contraption placed by John Moore on 2020-06-21. This is a randomly generated description to add some bulk to the file size.
41,2020-01-01,Mary,Miller,mary.miller@initech.com,Initech,Gadget,46,548.19,25216.74,Completed,Order for 46 x Gadget placed by Mary Miller on 2020-01-01. This is a randomly generated description to add some bulk to the file size.
42,2022-11-20,John,Thompson,john.thompson@wayneent.com,Wayne Ent,Thingamajig,21,383.01,8043.21,Shipped,Order for 21 x Thingamajig placed by John Thompson on 2022-11-20. This is a randomly generated description to add some bulk to the file size.
43,2022-01-12,Sarah,Harris,sarah.harris@massivedynamic.com,Massive Dynamic,Mechanism,62,662.32,41063.84,Returned,Order for 62 x Mechanism placed by Sarah Harris on 2022-01-12. This is a randomly generated description to add some bulk to the file size.
44,2022-06-06,Linda,Anderson,linda.anderson@wayneent.com,Wayne Ent,Contraption,42,618.93,25995.06,Cancelled,Order for 42 x Contraption placed by Linda Anderson on 2022-06-06. This is a randomly generated description to add some bulk to the file size.
45,2022-11-10,Elizabeth,White,elizabeth.white@wayneent.com,Wayne Ent,Doohickey,57,920.38,52461.66,Inactive,Order for 57 x Doohickey placed by Elizabeth White on 2022-11-10. This is a randomly generated description to add some bulk to the file size.
46,2020-05-09,Richard,Jones,richard.jones@cyberdyne.com,Cyberdyne,Gizmo,43,154.9,6660.7,Delivered,Order for 43 x Gizmo placed by Richard Jones on 2020-05-09. This is a randomly generated description to add some bulk to the file size.
47,2020-07-27,Mary,Garcia,mary.garcia@initech.com,Initech,Device,93,133.14,12382.02,Inactive,Order for 93 x Device placed by Mary Garcia on 2020-07-27. This is a randomly generated description to add some bulk to the file size.
48,2021-08-05,Jennifer,Thompson,jennifer.thompson@cyberdyne.com,Cyberdyne,Apparatus,64,152.4,9753.6,Pending,Order for 64 x Apparatus placed by Jennifer Thompson on 2021-08-05. This is a randomly generated description to add some bulk to the file size.
49,2022-04-30,Barbara,Jackson,barbara.jackson@acmecorp.com,Acme Corp,Thingamajig,20,79.71,1594.2,Refunded,Order for 20 x Thingamajig placed by Barbara Jackson on 2022-04-30. This is a randomly generated description to add some bulk to the file size.
50,2023-07-08,Sarah,Johnson,sarah.johnson@umbrellacorp.com,Umbrella Corp,Thingamajig,29,541.98,15717.42,Inactive,Order for 29 x Thingamajig placed by Sarah Johnson on 2023-07-08. This is a randomly generated description to add some bulk to the file size.
51,2024-01-23,Richard,Garcia,richard.garcia@massivedynamic.com,Massive Dynamic,Gadget,79,113.67,8979.93,Inactive,Order for 79 x Gadget placed by Richard Garcia on 2024-01-23. This is a randomly generated description to add some bulk to the file size.
52,2021-12-26,Sarah,Wilson,sarah.wilson@starkind.com,Stark Ind,Apparatus,28,641.45,17960.6,Active,Order for 28 x Apparatus placed by Sarah Wilson on 2021-12-26. This is a randomly generated description to add some bulk to the file size.
53,2023-12-31,Jessica,Davis,jessica.davis@massivedynamic.com,Massive Dynamic,Gadget,88,566.86,49883.68,Processing,Order for 88 x Gadget placed by Jessica Davis on 2023-12-31. This is a randomly generated description to add some bulk to the file size.
54,2023-12-04,Barbara,Garcia,barbara.garcia@acmecorp.com,Acme Corp,Doohickey,63,491.27,30950.01,Cancelled,Order for 63 x Doohickey placed by Barbara Garcia on 2023-12-04. This is a randomly generated description to add some bulk to the file size.
55,2021-04-15,James,Martinez,james.martinez@acmecorp.com,Acme Corp,Widget,36,264.04,9505.44,Returned,Order for 36 x Widget placed by James Martinez on 2021-04-15. This is a randomly generated description to add some bulk to the file size.
56,2023-02-14,Linda,Martinez,linda.martinez@starkind.com,Stark Ind,Whatchamacallit,98,809.83,79363.34,Pending,Order for 98 x Whatchamacallit placed by Linda Martinez on 2023-02-14. This is a randomly generated description to add some bulk to the file size.
57,2021-04-27,Karen,Wilson,karen.wilson@tyrellcorp.com,Tyrell Corp,Gizmo,78,731.6,57064.8,Active,Order for 78 x Gizmo placed by Karen Wilson on 2021-04-27. This is a randomly generated description to add some bulk to the file size.
58,2021-02-07,William,Johnson,william.johnson@cyberdyne.com,Cyberdyne,Whatchamacallit,75,507.02,38026.5,Pending,Order for 75 x Whatchamacallit placed by William Johnson on 2021-02-07. This is a randomly generated description to add some bulk to the file size.
59,2023-01-11,Susan,Thomas,susan.thomas@acmecorp.com,Acme Corp,Thingamajig,87,982.71,85495.77,Active,Order for 87 x Thingamajig placed by Susan Thomas on 2023-01-11. This is a randomly generated description to add some bulk to the file size.
60,2022-06-27,Joseph,Davis,joseph.davis@acmecorp.com,Acme Corp,Contraption,17,675.42,11482.14,Returned,Order for 17 x Contraption placed by Joseph Davis on 2022-06-27. This is a randomly generated description to add some bulk to the file size.
61,2020-03-11,James,Martin,james.martin@tyrellcorp.com,Tyrell Corp,Device,93,142.94,13293.42,Processing,Order for 93 x Device placed by James Martin on 2020-03-11. This is a randomly generated description to add some bulk to the file size.
62,2020-05-17,Thomas,Smith,thomas.smith@cyberdyne.com,Cyberdyne,Contraption,32,332.74,10647.68,Refunded,Order for 32 x Contraption placed by Thomas Smith on 2020-05-17. This is a randomly generated description to add some bulk to the file size.
63,2022-01-31,John,Moore,john.moore@initech.com,Initech,Device,24,935.85,22460.4,Shipped,Order for 24 x Device placed by John Moore on 2022-01-31. This is a randomly generated description to add some bulk to the file size.
64,2024-01-16,Robert,Brown,robert.brown@umbrellacorp.com,Umbrella Corp,Widget,93,503.75,46848.75,Shipped,Order for 93 x Widget placed by Robert Brown on 2024-01-16. This is a randomly generated description to add some bulk to the file size.
65,2020-05-02,Elizabeth,Brown,elizabeth.brown@soylentcorp.com,Soylent Corp,Device,64,152.4,9753.6,Processing,Order for 64 x Device placed by Elizabeth Brown on 2020-05-02. This is a randomly generated description to add some bulk to the file size.
66,2022-06-09,Michael,Moore,michael.moore@tyrellcorp.com,Tyrell Corp,Gizmo,85,79.38,6747.3,Pending,Order for 85 x Gizmo placed by Michael Moore on 2022-06-09. This is a randomly generated description to add some bulk to the file size.
67,2022-02-09,Linda,Davis,linda.davis@acmecorp.com,Acme Corp,Whatchamacallit,72,229.23,16504.56,Refunded,Order for 72 x Whatchamacallit placed by Linda Davis on 2022-02-09. This is a randomly generated description to add some bulk to the file size.
68,2020-10-02,Charles,Taylor,charles.taylor@umbrellacorp.com,Umbrella Corp,Mechanism,56,601.65,33692.4,Active,Order for 56 x Mechanism placed by Charles Taylor on 2020-10-02. This is a randomly generated description to add some bulk to the file size.
69,2020-06-12,Linda,Johnson,linda.johnson@globex.com,Globex,Apparatus,7,164.87,1154.09,Refunded,Order for 7 x Apparatus placed by Linda Johnson on 2020-06-12. This is a randomly generated description to add some bulk to the file size.
70,2022-06-15,John,Anderson,john.anderson@wayneent.com,Wayne Ent,Mechanism,14,264.49,3702.86,Completed,Order for 14 x Mechanism placed by John Anderson on 2022-06-15. This is a randomly generated description to add some bulk to the file size.
71,2022-07-09,Susan,Moore,susan.moore@cyberdyne.com,Cyberdyne,Doohickey,70,632.17,44251.9,Refunded,Order for 70 x Doohickey placed by Susan Moore on 2022-07-09. This is a randomly generated description to add some bulk to the file size.
72,2023-12-05,Joseph,Taylor,joseph.taylor@umbrellacorp.com,Umbrella Corp,Gizmo,41,397.61,16302.01,Returned,Order for 41 x Gizmo placed by Joseph Taylor on 2023-12-05. This is a randomly generated description to add some bulk to the file size.
73,2022-09-09,Joseph,Thompson,joseph.thompson@soylentcorp.com,Soylent Corp,Widget,47,322.22,15144.34,Active,Order for 47 x Widget placed by Joseph Thompson on 2022-09-09. This is a randomly generated description to add some bulk to the file size.
74,2023-07-18,Jennifer,Garcia,jennifer.garcia@cyberdyne.com,Cyberdyne,Mechanism,56,907.57,50823.92,Cancelled,Order for 56 x Mechanism placed by Jennifer Garcia on 2023-07-18. This is a randomly generated description to add some bulk to the file size.
75,2021-10-02,William,Thomas,william.thomas@globex.com,Globex,Gizmo,73,656.97,47958.81,Cancelled,Order for 73 x Gizmo placed by William Thomas on 2021-10-02. This is a randomly generated description to add some bulk to the file size.
76,2022-04-16,Thomas,Williams,thomas.williams@initech.com,Initech,Widget,54,297.44,16061.76,Pending,Order for 54 x Widget placed by Thomas Williams on 2022-04-16. This is a randomly generated description to add some bulk to the file size.
77,2023-04-10,Susan,Johnson,susan.johnson@cyberdyne.com,Cyberdyne,Gadget,5,283.87,1419.35,Inactive,Order for 5 x Gadget placed by Susan Johnson on 2023-04-10. This is a randomly generated description to add some bulk to the file size.
78,2020-06-15,Karen,White,karen.white@tyrellcorp.com,Tyrell Corp,Gadget,70,135.39,9477.3,Delivered,Order for 70 x Gadget placed by Karen White on 2020-06-15. This is a randomly generated description to add some bulk to the file size.
79,2021-06-21,William,Johnson,william.johnson@globex.com,Globex,Thingamajig,6,745.68,4474.08,Returned,Order for 6 x Thingamajig placed by William Johnson on 2021-06-21. This is a randomly generated description to add some bulk to the file size.
80,2021-11-27,Thomas,Jackson,thomas.jackson@wayneent.com,Wayne Ent,Thingamajig,18,592.38,10662.84,Inactive,Order for 18 x Thingamajig placed by Thomas Jackson on 2021-11-27. This is a randomly generated description to add some bulk to the file size.
81,2023-09-16,William,Thompson,william.thompson@tyrellcorp.com,Tyrell Corp,Mechanism,65,270.44,17578.6,Processing,Order for 65 x Mechanism placed by William Thompson on 2023-09-16. This is a randomly generated description to add some bulk to the file size.
82,2023-05-18,Robert,Wilson,robert.wilson@globex.com,Globex,Whatchamacallit,63,95.06,5988.78,Inactive,Order for 63 x Whatchamacallit placed by Robert Wilson on 2023-05-18. This is a randomly generated description to add some bulk to the file size.
83,2020-01-25,William,Miller,william.miller@wayneent.com,Wayne Ent,Gadget,12,885.38,10624.56,Shipped,Order for 12 x Gadget placed by William Miller on 2020-01-25. This is a randomly generated description to add some bulk to the file size.
84,2023-04-06,Jessica,Thomas,jessica.thomas@cyberdyne.com,Cyberdyne,Apparatus,78,276.37,21556.86,Processing,Order for 78 x Apparatus placed by Jessica Thomas on 2023-04-06. This is a randomly generated description to add some bulk to the file size.
85,2022-02-27,Jennifer,Jones,jennifer.jones@initech.com,Initech,Mechanism,90,22.93,2063.7,Completed,Order for 90 x Mechanism placed by Jennifer Jones on 2022-02-27. This is a randomly generated description to add some bulk to the file size.
86,2020-07-16,Robert,Taylor,robert.taylor@massivedynamic.com,Massive Dynamic,Widget,9,935.59,8420.31,Returned,Order for 9 x Widget placed by Robert Taylor on 2020-07-16. This is a randomly generated description to add some bulk to the file size.
87,2020-08-04,David,Brown,david.brown@soylentcorp.com,Soylent Corp,Whatchamacallit,40,804.31,32172.4,Pending,Order for 40 x Whatchamacallit placed by David Brown on 2020-08-04. This is a randomly generated description to add some bulk to the file size.
88,2021-05-08,William,Robinson,william.robinson@wayneent.com,Wayne Ent,Widget,52,632.96,32913.92,Shipped,Order for 52 x Widget placed by William Robinson on 2021-05-08. This is a randomly generated description to add some bulk to the file size.
89,2020-09-13,Sarah,Harris,sarah.harris@starkind.com,Stark Ind,Whatchamacallit,6,451.57,2709.42,Processing,Order for 6 x Whatchamacallit placed by Sarah Harris on 2020-09-13. This is a randomly generated description to add some bulk to the file size.
90,2020-03-13,Elizabeth,Anderson,elizabeth.anderson@wayneent.com,Wayne Ent,Thingamajig,93,665.31,61873.83,Refunded,Order for 93 x Thingamajig placed by Elizabeth Anderson on 2020-03-13. This is a randomly generated description to add some bulk to the file size.
91,2021-04-17,Barbara,Miller,barbara.miller@tyrellcorp.com,Tyrell Corp,Gizmo,25,705.52,17638.0,Processing,Order for 25 x Gizmo placed by Barbara Miller on 2021-04-17. This is a randomly generated description to add some bulk to the file size.
92,2020-06-06,Linda,Jackson,linda.jackson@soylentcorp.com,Soylent Corp,Gadget,46,380.16,17487.36,Active,Order for 46 x Gadget placed by Linda Jackson on 2020-06-06. This is a randomly generated description to add some bulk to the file size.
93,2020-06-02,Joseph,Johnson,joseph.johnson@globex.com,Globex,Gadget,80,985.56,78844.8,Refunded,Order for 80 x Gadget placed by Joseph Johnson on 2020-06-02. This is a randomly generated description to add some bulk to the file size.
94,2020-02-02,Thomas,Moore,thomas.moore@initech.com,Initech,Gizmo,46,865.0,39790.0,Inactive,Order for 46 x Gizmo placed by Thomas Moore on 2020-02-02. This is a randomly generated description to add some bulk to the file size.
95,2020-05-28,Sarah,Brown,sarah.brown@umbrellacorp.com,Umbrella Corp,Widget,81,787.23,63765.63,Refunded,Order for 81 x Widget placed by Sarah Brown on 2020-05-28. This is a randomly generated description to add some bulk to the file size.
96,2021-03-05,William,Jackson,william.jackson@globex.com,Globex,Whatchamacallit,74,812.47,60122.78,Returned,Order for 74 x Whatchamacallit placed by William Jackson on 2021-03-05. This is a randomly generated description to add some bulk to the file size.
97,2023-04-12,David,Moore,david.moore@acmecorp.com,Acme Corp,Gizmo,23,92.84,2135.32,Pending,Order for 23 x Gizmo placed by David Moore on 2023-04-12. This is a randomly generated description to add some bulk to the file size.
98,2022-04-20,William,Jackson,william.jackson@wayneent.com,Wayne Ent,Apparatus,32,150.07,4802.24,Delivered,Order for 32 x Apparatus placed by William Jackson on 2022-04-20. This is a randomly generated description to add some bulk to the file size.
99,2020-04-15,Jessica,Smith,jessica.smith@starkind.com,Stark Ind,Gadget,58,203.07,11778.06,Processing,Order for 58 x Gadget placed by Jessica Smith on 2020-04-15. This is a randomly generated description to add some bulk to the file size.
100,2021-01-13,Karen,Robinson,karen.robinson@tyrellcorp.com,Tyrell Corp,Thingamajig,20,956.12,19122.4,Processing,Order for 20 x Thingamajig placed by Karen Robinson on 2021-01-13. This is a randomly generated description to add some bulk to the file size.
101,2020-02-28,Michael,Harris,michael.harris@soylentcorp.com,Soylent Corp,Mechanism,61,549.15,33498.15,Pending,Order for 61 x Mechanism placed by Michael Harris on 2020-02-28. This is a randomly generated description to add some bulk to the file size.
102,2023-12-31,Sarah,Brown,sarah.brown@initech.com,Initech,Thingamajig,32,701.1,22435.2,Returned,Order for 32 x Thingamajig placed by Sarah Brown on 2023-12-31. This is a randomly generated description to add some bulk to the file size.
103,2022-06-04,Elizabeth,Jones,elizabeth.jones@massivedynamic.com,Massive Dynamic,Doohickey,46,320.6,14747.6,Shipped,Order for 46 x Doohickey placed by Elizabeth Jones on 2022-06-04. This is a randomly generated description to add some bulk to the file size.
104,2024-01-07,Thomas,Brown,thomas.brown@cyberdyne.com,Cyberdyne,Thingamajig,16,735.38,11766.08,Inactive,Order for 16 x Thingamajig placed by Thomas Brown on 2024-01-07. This is a randomly generated description to add some bulk to the file size.
105,2022-11-26,Patricia,Moore,patricia.moore@massivedynamic.com,Massive Dynamic,Thingamajig,57,985.47,56171.79,Active,Order for 57 x Thingamajig placed by Patricia Moore on 2022-11-26. This is a randomly generated description to add some bulk to the file size.
106,2021-05-19,Robert,Jackson,robert.jackson@starkind.com,Stark Ind,Thingamajig,32,96.32,3082.24,Returned,Order for 32 x Thingamajig placed by Robert Jackson on 2021-05-19. This is a randomly generated description to add some bulk to the file size.
107,2022-07-28,Mary,Davis,mary.davis@soylentcorp.com,Soylent Corp,Contraption,98,114.62,11232.76,Refunded,Order for 98 x Contraption placed by Mary Davis on 2022-07-28. This is a randomly generated description to add some bulk to the file size.
108,2020-01-05,Sarah,Miller,sarah.miller@wayneent.com,Wayne Ent,Apparatus,17,221.92,3772.64,Delivered,Order for 17 x Apparatus placed by Sarah Miller on 2020-01-05. This is a randomly generated description to add some bulk to the file size.
109,2020-05-09,Jessica,Robinson,jessica.robinson@acmecorp.com,Acme Corp,Gadget,75,157.23,11792.25,Delivered,Order for 75 x Gadget placed by Jessica Robinson on 2020-05-09. This is a randomly generated description to add some bulk to the file size.
110,2023-01-17,Linda,Jones,linda.jones@tyrellcorp.com,Tyrell Corp,Contraption,35,740.83,25929.05,Processing,Order for 35 x Contraption placed by Linda Jones on 2023-01-17. This is a randomly generated description to add some bulk to the file size.
111,2021-01-10,Barbara,Garcia,barbara.garcia@massivedynamic.com,Massive Dynamic,Whatchamacallit,15,251.4,3771.0,Shipped,Order for 15 x Whatchamacallit placed by Barbara Garcia on 2021-01-10. This is a randomly generated description to add some bulk to the file size.
112,2020-03-09,Michael,Martin,michael.martin@globex.com,Globex,Thingamajig,46,76.27,3508.42,Completed,Order for 46 x Thingamajig placed by Michael Martin on 2020-03-09. This is a randomly generated description to add some bulk to the file size.
113,2020-12-22,Richard,Taylor,richard.taylor@acmecorp.com,Acme Corp,Apparatus,69,830.24,57286.56,Returned,Order for 69 x Apparatus placed by Richard Taylor on 2020-12-22. This is a randomly generated description to add some bulk to the file size.
114,2022-02-23,James,Jackson,james.jackson@massivedynamic.com,Massive Dynamic,Contraption,58,844.9,49004.2,Active,Order for 58 x Contraption placed by James Jackson on 2022-02-23. This is a randomly generated description to add some bulk to the file size.
115,2023-06-20,Robert,Anderson,robert.anderson@massivedynamic.com,Massive Dynamic,Doohickey,97,330.82,32089.54,Refunded,Order for 97 x Doohickey placed by Robert Anderson on 2023-06-20. This is a randomly generated description to add some bulk to the file size.
116,2023-01-16,Patricia,Brown,patricia.brown@acmecorp.com,Acme Corp,Gizmo,69,415.61,28677.09,Completed,Order for 69 x Gizmo placed by Patricia Brown on 2023-01-16. This is a randomly generated description to add some bulk to the file size.
117,2023-04-26,Jessica,Wilson,jessica.wilson@soylentcorp.com,Soylent Corp,Apparatus,13,838.85,10905.05,Pending,Order for 13 x Apparatus placed by Jessica Wilson on 2023-04-26. This is a randomly generated description to add some bulk to the file size.
118,2023-02-06,Sarah,Thompson,sarah.thompson@cyberdyne.com,Cyberdyne,Widget,32,272.84,8730.88,Processing,Order for 32 x Widget placed by Sarah Thompson on 2023-02-06. This is a randomly generated description to add some bulk to the file size.
119,2023-12-14,Susan,White,susan.white@cyberdyne.com,Cyberdyne,Thingamajig,73,974.7,71153.1,Delivered,Order for 73 x Thingamajig placed by Susan White on 2023-12-14. This is a randomly generated description to add some bulk to the file size.
120,2022-02-27,Karen,Garcia,karen.garcia@starkind.com,Stark Ind,Device,34,800.05,27201.7,Delivered,Order for 34 x Device placed by Karen Garcia on 2022-02-27. This is a randomly generated description to add some bulk to the file size.
121,2023-12-06,Susan,Davis,susan.davis@tyrellcorp.com,Tyrell Corp,Gizmo,93,165.82,15421.26,Completed,Order for 93 x Gizmo placed by Susan Davis on 2023-12-06. This is a randomly generated description to add some bulk to the file size.
122,2023-01-13,Thomas,Williams,thomas.williams@cyberdyne.com,Cyberdyne,Device,84,193.4,16245.6,Cancelled,Order for 84 x Device placed by Thomas Williams on 2023-01-13. This is a randomly generated description to add some bulk to the file size.
123,2021-08-21,Linda,Williams,linda.williams@massivedynamic.com,Massive Dynamic,Doohickey,47,694.42,32637.74,Active,Order for 47 x Doohickey placed by Linda Williams on 2021-08-21. This is a randomly generated description to add some bulk to the file size.
